ff_id	sfam_id	seq_count	dops_score	gap_per	category
2.30.30.280-ff-2014	2.30.30.280	21	81.057	1.249024199843872	low_seq
2.30.310.10-ff-901	2.30.310.10	15	70.329	2.2745098039215685	low_seq
2.30.38.10-ff-31144	2.30.38.10	7	81.274	16.379310344827587	low_seq
2.30.39.10-ff-4405	2.30.39.10	30	75.532	4.141414141414141	low_seq
2.30.40.10-ff-31203	2.30.40.10	27	87.703	5.39021164021164	low_seq
2.30.42.10-ff-10894	2.30.42.10	60	73.713	1.5425531914893618	low_seq
2.40.10.10-ff-1369	2.40.10.10	37	87.757	12.732504367485356	low_seq
2.40.110.10-ff-14297	2.40.110.10	49	72.14	4.486277269528501	low_seq
2.40.128.100-ff-148	2.40.128.100	15	71.163	3.8461538461538463	low_seq
2.40.160.10-ff-9654	2.40.160.10	32	76.196	19.264618138424822	low_seq
2.40.170.20-ff-26200	2.40.170.20	13	81.151	15.087328130806391	low_seq
2.40.20.10-ff-1652	2.40.20.10	33	73.67	28.484848484848484	low_seq
2.40.200.10-ff-12	2.40.200.10	24	91.778	14.794921875	low_seq
2.40.240.10-ff-4214	2.40.240.10	15	75.294	0.43956043956043955	low_seq
2.40.270.10-ff-1732	2.40.270.10	17	89.099	8.421052631578947	low_seq
2.40.280.10-ff-1733	2.40.280.10	11	82.213	1.6913319238900635	low_seq
2.40.30.10-ff-35955	2.40.30.10	9	76.801	31.048805815160954	low_seq
2.40.33.20-ff-2466	2.40.33.20	37	77.567	23.27072835547412	low_seq
2.40.330.10-ff-2555	2.40.330.10	16	89.597	15.581597222222221	low_seq
2.40.390.10-ff-654	2.40.390.10	10	76.578	27.253521126760564	low_seq
2.40.40.20-ff-9854	2.40.40.20	15	72.145	7.845804988662132	low_seq
2.40.400.10-ff-694	2.40.400.10	40	70.923	31.025641025641026	low_seq
2.40.490.10-ff-104	2.40.490.10	8	86.22	0.12626262626262627	low_seq
2.40.50.100-ff-49600	2.40.50.100	19	88.245	2.037351443123939	low_seq
2.40.500.10-ff-36	2.40.500.10	12	84.381	28.312629399585923	low_seq
2.40.70.10-ff-22740	2.40.70.10	46	74.908	37.95918367346939	low_seq
2.50.10.10-ff-22	2.50.10.10	39	86.928	18.29015197161411	low_seq
2.60.120.10-ff-54818	2.60.120.10	23	75.223	29.262759924385634	low_seq
2.60.15.10-ff-2285	2.60.15.10	15	88.863	26.57210401891253	low_seq
2.60.20.10-ff-2539	2.60.20.10	9	77.987	21.21212121212121	low_seq
2.60.200.10-ff-61	2.60.200.10	31	73.11	61.36534133533383	low_seq
2.60.210.10-ff-2357	2.60.210.10	36	94.118	11.358811040339702	low_seq
2.60.250.10-ff-31	2.60.250.10	28	94.443	17.926975259377492	low_seq
2.60.260.20-ff-4763	2.60.260.20	15	74.022	27.049808429118773	low_seq
2.60.270.20-ff-50	2.60.270.20	93	95.71	13.931743805516597	low_seq
2.60.290.11-ff-802	2.60.290.11	46	97.709	29.121376811594203	low_seq
2.60.34.10-ff-999	2.60.34.10	30	83.301	7.104622871046229	low_seq
2.60.350.10-ff-9603	2.60.350.10	10	82.292	3.8916256157635467	low_seq
2.60.40.10-ff-1171	2.60.40.10	27	71.76	0.2204585537918871	low_seq
2.60.420.10-ff-1432	2.60.420.10	38	93.862	24.168179068360555	low_seq
2.60.450.10-ff-3137	2.60.450.10	12	82.133	16.88888888888889	low_seq
2.60.520.10-ff-64	2.60.520.10	21	90.268	16.56641604010025	low_seq
2.60.60.20-ff-2365	2.60.60.20	29	77.653	19.06378417009112	low_seq
2.60.98.10-ff-354	2.60.98.10	31	90.825	39.36950146627566	low_seq
2.70.10.10-ff-16	2.70.10.10	30	84.307	5.909090909090909	low_seq
2.70.130.10-ff-2051	2.70.130.10	45	72.212	6.584362139917696	low_seq
2.70.150.10-ff-6963	2.70.150.10	19	79.051	11.523545706371191	low_seq
2.70.160.11-ff-240	2.70.160.11	12	76.955	11.384335154826958	low_seq
2.70.40.10-ff-5100	2.70.40.10	16	74.441	9.5703125	low_seq
2.70.9.10-ff-221	2.70.9.10	11	78.536	16.1769789146215	low_seq
2.70.98.10-ff-7239	2.70.98.10	31	86.64	9.969690409179476	low_seq
2.80.10.50-ff-12946	2.80.10.50	21	76.888	11.8796992481203	low_seq
2.90.10.10-ff-3109	2.90.10.10	46	94.745	21.406812517308225	low_seq
3.10.100.10-ff-6095	3.10.100.10	25	75.564	3.169230769230769	low_seq
3.10.105.10-ff-8439	3.10.105.10	9	81.043	9.543010752688172	low_seq
3.10.110.10-ff-5934	3.10.110.10	44	73.505	5.467720685111989	low_seq
3.10.129.10-ff-29575	3.10.129.10	48	71.281	10.667194092827005	low_seq
3.10.130.10-ff-611	3.10.130.10	29	74.979	1.220159151193634	low_seq
3.10.196.10-ff-1381	3.10.196.10	24	72.282	6.3483547925608015	low_seq
3.10.20.10-ff-2214	3.10.20.10	138	87.725	38.72702823845809	low_seq
3.10.25.10-ff-2910	3.10.25.10	14	82.973	1.2244897959183674	low_seq
3.10.250.10-ff-5958	3.10.250.10	36	72.092	4.62962962962963	low_seq
3.10.28.10-ff-21811	3.10.28.10	19	86.968	24.438484746899096	low_seq
3.10.280.10-ff-366	3.10.280.10	21	75.074	6.6757803599908865	low_seq
3.10.290.10-ff-14108	3.10.290.10	13	72.748	0.0	low_seq
3.10.330.20-ff-639	3.10.330.20	44	79.492	6.818181818181818	low_seq
3.10.360.10-ff-288	3.10.360.10	6	70.294	7.575757575757576	low_seq
3.10.380.10-ff-165	3.10.380.10	17	93.035	19.71383147853736	low_seq
3.10.410.10-ff-95	3.10.410.10	26	81.17	2.051282051282051	low_seq
3.10.450.10-ff-2095	3.10.450.10	35	73.77	1.889763779527559	low_seq
3.10.50.30-ff-2923	3.10.50.30	7	71.945	1.0714285714285714	low_seq
3.10.530.10-ff-509	3.10.530.10	15	96.058	4.62962962962963	low_seq
3.10.550.10-ff-33	3.10.550.10	42	96.674	6.740595781691672	low_seq
3.10.580.10-ff-15860	3.10.580.10	48	81.479	7.1687370600414075	low_seq
3.10.590.10-ff-1950	3.10.590.10	5	74.977	23.125	low_seq
3.100.10.10-ff-2881	3.100.10.10	11	76.432	4.806687565308255	low_seq
3.15.10.10-ff-1475	3.15.10.10	11	70.787	8.573540280857355	low_seq
3.15.20.10-ff-470	3.15.20.10	40	84.874	6.739510489510489	low_seq
3.15.30.10-ff-676	3.15.30.10	30	95.94	12.974051896207586	low_seq
3.20.16.10-ff-666	3.20.16.10	13	74.661	2.968400893712097	low_seq
3.20.20.120-ff-645	3.20.20.120	46	84.914	44.145324597974984	low_seq
3.20.70.20-ff-5036	3.20.70.20	18	79.932	13.919318379412276	low_seq
3.30.1060.10-ff-2967	3.30.1060.10	18	72.097	10.103626943005182	low_seq
3.30.110.10-ff-1405	3.30.110.10	21	71.78	0.05537098560354374	low_seq
3.30.1120.10-ff-4879	3.30.1120.10	48	70.204	16.17161716171617	low_seq
3.30.1150.10-ff-3901	3.30.1150.10	30	90.786	34.0819209039548	low_seq
3.30.1170.10-ff-21	3.30.1170.10	29	92.868	5.270006506180872	low_seq
3.30.1180.10-ff-3353	3.30.1180.10	9	94.968	4.427736006683375	low_seq
3.30.1190.10-ff-98	3.30.1190.10	11	82.095	1.9374068554396424	low_seq
3.30.1200.10-ff-1600	3.30.1200.10	11	88.61	20.53475935828877	low_seq
3.30.1230.10-ff-1627	3.30.1230.10	14	88.336	8.454810495626822	low_seq
3.30.1280.10-ff-1785	3.30.1280.10	20	98.812	17.78409090909091	low_seq
3.30.1300.30-ff-1506	3.30.1300.30	20	91.854	23.857142857142858	low_seq
3.30.1330.120-ff-457	3.30.1330.120	9	74.756	4.061302681992337	low_seq
3.30.1340.20-ff-53	3.30.1340.20	17	85.248	6.547314578005115	low_seq
3.30.1360.130-ff-384	3.30.1360.130	26	97.876	0.8547008547008547	low_seq
3.30.1370.10-ff-1120	3.30.1370.10	39	73.882	4.773175542406312	low_seq
3.30.1380.20-ff-959	3.30.1380.20	31	82.755	11.715703651187523	low_seq
3.30.1390.20-ff-2057	3.30.1390.20	26	73.774	1.4027149321266967	low_seq
3.30.1460.30-ff-1237	3.30.1460.30	16	81.07	3.988095238095238	low_seq
3.30.1490.100-ff-3726	3.30.1490.100	48	94.158	8.132309941520468	low_seq
3.30.1520.10-ff-3959	3.30.1520.10	30	70.098	4.890710382513661	low_seq
3.30.160.160-ff-1341	3.30.160.160	15	85.668	22.138364779874212	low_seq
3.30.1640.10-ff-1332	3.30.1640.10	30	74.264	8.233618233618234	low_seq
3.30.1670.10-ff-13	3.30.1670.10	15	83.458	5.648148148148148	low_seq
3.30.1680.10-ff-1395	3.30.1680.10	46	81.25	4.3478260869565215	low_seq
3.30.1750.10-ff-35	3.30.1750.10	26	90.708	8.033106134371957	low_seq
3.30.1770.10-ff-13	3.30.1770.10	37	90.349	5.247966413014956	low_seq
3.30.1830.10-ff-310	3.30.1830.10	6	82.546	8.712121212121213	low_seq
3.30.1870.10-ff-359	3.30.1870.10	32	96.58	12.797619047619047	low_seq
3.30.190.20-ff-2478	3.30.190.20	43	77.048	2.108789909341742	low_seq
3.30.1930.10-ff-332	3.30.1930.10	12	97.896	15.986394557823129	low_seq
3.30.1940.10-ff-347	3.30.1940.10	41	99.045	6.236492744674282	low_seq
3.30.20.10-ff-790	3.30.20.10	7	78.688	13.151927437641723	low_seq
3.30.200.20-ff-476	3.30.200.20	45	89.969	18.35016835016835	low_seq
3.30.2060.10-ff-3206	3.30.2060.10	11	89.745	0.7070707070707071	low_seq
3.30.2120.10-ff-52	3.30.2120.10	15	97.342	22.93144208037825	low_seq
3.30.2160.10-ff-1550	3.30.2160.10	25	89.604	9.274725274725276	low_seq
3.30.2200.10-ff-11	3.30.2200.10	13	96.728	3.9160839160839163	low_seq
3.30.2240.10-ff-301	3.30.2240.10	9	82.144	11.695906432748538	low_seq
3.30.2250.10-ff-35	3.30.2250.10	14	87.543	17.755102040816325	low_seq
3.30.230.10-ff-27876	3.30.230.10	12	72.414	0.804093567251462	low_seq
3.30.2310.20-ff-4403	3.30.2310.20	10	78.995	21.132075471698112	low_seq
3.30.2350.10-ff-8647	3.30.2350.10	38	71.773	9.993475424097433	low_seq
3.30.2390.10-ff-4175	3.30.2390.10	9	73.432	17.98941798941799	low_seq
3.30.240.20-ff-2825	3.30.240.20	26	86.101	3.1376518218623484	low_seq
3.30.30.10-ff-1259	3.30.30.10	19	77.226	14.509246088193457	low_seq
3.30.300.20-ff-5020	3.30.300.20	35	82.833	9.088669950738916	low_seq
3.30.310.10-ff-1429	3.30.310.10	41	75.829	41.239650928619376	low_seq
3.30.360.10-ff-24338	3.30.360.10	44	85.252	4.706831629908553	low_seq
3.30.365.10-ff-16677	3.30.365.10	17	85.122	4.81283422459893	low_seq
3.30.370.10-ff-1108	3.30.370.10	34	97.456	30.999479437792818	low_seq
3.30.390.30-ff-7759	3.30.390.30	27	75.808	6.726266496381439	low_seq
3.30.40.10-ff-24806	3.30.40.10	21	70.784	24.63203463203463	low_seq
3.30.420.10-ff-358	3.30.420.10	27	78.909	4.506772144312597	low_seq
3.30.428.10-ff-6697	3.30.428.10	47	83.753	9.320521619766645	low_seq
3.30.43.10-ff-11937	3.30.43.10	9	80.849	5.934343434343434	low_seq
3.30.450.20-ff-50446	3.30.450.20	44	72.741	1.713859910581222	low_seq
3.30.460.10-ff-17996	3.30.460.10	25	84.473	2.8205128205128207	low_seq
3.30.465.10-ff-17132	3.30.465.10	41	90.283	12.04579392732703	low_seq
3.30.470.20-ff-3565	3.30.470.20	28	76.407	12.660619803476946	low_seq
3.30.479.10-ff-1699	3.30.479.10	26	84.977	6.763035622096025	low_seq
3.30.497.10-ff-4844	3.30.497.10	31	75.255	6.039181028133746	low_seq
3.30.50.10-ff-183	3.30.50.10	10	77.776	43.421052631578945	low_seq
3.30.500.10-ff-3461	3.30.500.10	51	90.393	2.701525054466231	low_seq
3.30.505.10-ff-4322	3.30.505.10	22	79.748	10.532150776053214	low_seq
3.30.530.20-ff-14665	3.30.530.20	36	71.398	9.799713876967095	low_seq
3.30.54.20-ff-1737	3.30.54.20	43	72.257	0.0	low_seq
3.30.540.10-ff-6504	3.30.540.10	45	94.904	15.51789077212806	low_seq
3.30.559.10-ff-22159	3.30.559.10	28	88.13	8.356790992258972	low_seq
3.30.565.10-ff-80653	3.30.565.10	30	71.771	1.873767258382643	low_seq
3.30.60.10-ff-1411	3.30.60.10	11	83.85	22.033898305084747	low_seq
3.30.63.10-ff-1757	3.30.63.10	12	78.036	2.7777777777777777	low_seq
3.30.70.100-ff-10229	3.30.70.100	31	70.857	5.942275042444821	low_seq
3.30.700.10-ff-8505	3.30.700.10	6	78.923	10.548523206751055	low_seq
3.30.710.10-ff-13384	3.30.710.10	32	71.562	8.489583333333334	low_seq
3.30.750.24-ff-8334	3.30.750.24	21	84.76	5.775075987841945	low_seq
3.30.830.10-ff-16569	3.30.830.10	35	85.842	0.5012531328320802	low_seq
3.30.860.10-ff-1764	3.30.860.10	6	82.855	8.426966292134832	low_seq
3.30.870.10-ff-12860	3.30.870.10	25	74.901	32.903703703703705	low_seq
3.30.890.10-ff-678	3.30.890.10	25	76.104	34.01418439716312	low_seq
3.30.9.10-ff-14339	3.30.9.10	25	70.894	1.3333333333333333	low_seq
3.30.900.10-ff-355	3.30.900.10	12	85.904	21.845794392523363	low_seq
3.30.930.10-ff-32418	3.30.930.10	16	83.174	13.651960784313726	low_seq
3.30.980.10-ff-6092	3.30.980.10	13	94.57	1.8181818181818181	low_seq
3.40.1000.10-ff-1764	3.40.1000.10	38	91.702	10.909812218989686	low_seq
3.40.109.10-ff-8477	3.40.109.10	8	74.701	14.969135802469136	low_seq
3.40.1110.10-ff-15533	3.40.1110.10	27	84.074	7.321274763135229	low_seq
